# Admin-default TalentBuild picks — generated by wow:export-default-talents.
# Applied by wow:apply-default-talents — deliberately NOT wired into import:spelldata
# automatically, so an admin actively re-curating a live build via /admin/talent-builds
# does not get silently reverted by an unrelated routine spell-data re-import.
# Re-export after any deliberate build change you want to become the new baseline
# for fresh environments.
#
# Format: class_slug | spec_slug | kind(pve|pvp) | spell_id | rank | name (comment only)
#   - pve rows: rank disambiguates a multi-rank node sharing one spell_id across ranks.
#   - pvp rows: rank is always blank (PvP talents have no rank concept).
# Regenerated wholesale each export — do not hand-edit, re-export instead.

# Death Knight / Blood (exported 2026-08-18)
deathknight | blood | pve | 205727 | 1 | Anti-Magic Barrier
hunter | marksmanship | pve | 199483 | 1 | Camouflage
hunter | marksmanship | pve | 1268871 | 1 | Combat Experience
hunter | marksmanship | pve | 5116 | 1 | Concussive Shot
hunter | marksmanship | pve | 1264289 | 1 | Corpsecaller
hunter | marksmanship | pve | 147362 | 1 | Counter Shot
hunter | marksmanship | pve | 1277572 | 1 | Critical Precision
hunter | marksmanship | pve | 474440 | 1 | Cunning
hunter | marksmanship | pve | 430712 | 1 | Dark Chains
hunter | marksmanship | pve | 321460 | 1 | Deadeye
hunter | marksmanship | pve | 321460 | 1 | Deadeye
hunter | marksmanship | pve | 343248 | 1 | Deathblow
hunter | marksmanship | pve | 343244 | 1 | Disruptive Rounds
hunter | marksmanship | pve | 473369 | 2 | Eagle's Accuracy
hunter | marksmanship | pve | 473369 | 1 | Eagle's Accuracy
hunter | marksmanship | pve | 459517 | 1 | Emergency Salve
hunter | marksmanship | pve | 212431 | 1 | Explosive Shot
hunter | marksmanship | pve | 470943 | 1 | Feathered Frenzy
hunter | marksmanship | pve | 1277546 | 1 | Focus Fire
hunter | marksmanship | pve | 378767 | 1 | Focused Aim
hunter | marksmanship | pve | 1272094 | 1 | Guardian's Hide
hunter | marksmanship | pve | 384799 | 1 | Hunter's Avoidance
hunter | marksmanship | pve | 1258407 | 1 | Improved Aspect of the Cheetah
hunter | marksmanship | pve | 1258485 | 1 | Improved Aspect of the Turtle
hunter | marksmanship | pve | 1258486 | 2 | Improved Feign Death
hunter | marksmanship | pve | 1268868 | 1 | Improved Snaring
hunter | marksmanship | pve | 343247 | 1 | Improved Traps
hunter | marksmanship | pve | 474421 | 1 | Intimidation
hunter | marksmanship | pve | 378004 | 2 | Keen Eyesight
hunter | marksmanship | pve | 53351 | 1 | Kill Shot
hunter | marksmanship | pve | 459506 | 1 | Kindling Flare
hunter | marksmanship | pve | 459983 | 1 | Kodo Tranquilizer
hunter | marksmanship | pve | 378913 | 1 | Light Ammo
hunter | marksmanship | pve | 194595 | 1 | Lock and Load
hunter | marksmanship | pve | 388039 | 1 | Lone Survivor
hunter | marksmanship | pve | 260309 | 1 | Master Marksman
hunter | marksmanship | pve | 270581 | 2 | Natural Mending
hunter | marksmanship | pve | 473385 | 1 | No Scope
hunter | marksmanship | pve | 471348 | 1 | On Target
hunter | marksmanship | pve | 1264690 | 1 | Pact of the Hollow
hunter | marksmanship | pve | 459450 | 1 | Padded Armor
hunter | marksmanship | pve | 378002 | 1 | Pathfinding
hunter | marksmanship | pve | 459783 | 1 | Penetrating Shots
hunter | marksmanship | pve | 109215 | 1 | Posthaste
hunter | marksmanship | pve | 260240 | 1 | Precise Shots
hunter | marksmanship | pve | 471369 | 1 | Precision Detonation
hunter | marksmanship | pve | 1267003 | 1 | Precision Strikes
hunter | marksmanship | pve | 459794 | 1 | Quick Draw
hunter | marksmanship | pve | 257044 | 1 | Rapid Fire
hunter | marksmanship | pve | 385539 | 1 | Rejuvenating Wind
hunter | marksmanship | pve | 400456 | 1 | Salvo
hunter | marksmanship | pve | 459455 | 1 | Scout's Instincts
hunter | marksmanship | pve | 459502 | 2 | Serrated Tips
hunter | marksmanship | pve | 459802 | 2 | Small Game Hunter
hunter | marksmanship | pve | 430709 | 1 | Smoke Screen
hunter | marksmanship | pve | 469638 | 1 | Soul Drinker
hunter | marksmanship | pve | 459542 | 1 | Specialized Arsenal
hunter | marksmanship | pve | 391559 | 1 | Surging Shots
hunter | marksmanship | pve | 264735 | 1 | Survival of the Fittest
hunter | marksmanship | pve | 1301406 | 1 | Tactical Reload
hunter | marksmanship | pve | 1273132 | 1 | Take Aim
hunter | marksmanship | pve | 187698 | 1 | Tar Trap
hunter | marksmanship | pve | 459460 | 1 | Tar-Coated Bindings
hunter | marksmanship | pve | 471366 | 1 | Tensile Bowstring
hunter | marksmanship | pve | 459507 | 1 | Territorial Instincts
hunter | marksmanship | pve | 467644 | 1 | The Bell Tolls
hunter | marksmanship | pve | 1277565 | 1 | Through the Eyes
hunter | marksmanship | pve | 1258402 | 2 | Touch of Grass
hunter | marksmanship | pve | 199921 | 1 | Trailblazer
hunter | marksmanship | pve | 19801 | 1 | Tranquilizing Shot
hunter | marksmanship | pve | 459534 | 2 | Trigger Finger
hunter | marksmanship | pve | 288613 | 1 | Trueshot
hunter | marksmanship | pve | 1235397 | 1 | Umbral Reach
hunter | marksmanship | pve | 1223323 | 1 | Unbreakable Bond
hunter | marksmanship | pve | 1277548 | 1 | Unload
hunter | marksmanship | pve | 1232955 | 2 | Unmatched Precision
hunter | marksmanship | pve | 459527 | 1 | Unnatural Causes
hunter | marksmanship | pve | 260243 | 1 | Volley
hunter | marksmanship | pve | 1264290 | 1 | Wailing Dead
hunter | marksmanship | pve | 473523 | 1 | Windrunner Quiver
hunter | marksmanship | pve | 466990 | 1 | Withering Fire
hunter | marksmanship | pvp | 356719 | | Chimaeral Sting
hunter | marksmanship | pvp | 203340 | | Diamond Ice
hunter | marksmanship | pvp | 248443 | | Ranger's Finesse
hunter | marksmanship | pvp | 202746 | | Survival Tactics

# Hunter / Survival (exported 2026-08-18)
hunter | survival | pve | 1253846 | 1 | Arcane Talons
hunter | survival | pve | 109248 | 1 | Binding Shot
hunter | survival | pve | 260248 | 1 | Bloodseeker
hunter | survival | pve | 385737 | 1 | Bloody Claws
hunter | survival | pve | 1262442 | 1 | Bonding
hunter | survival | pve | 1261193 | 1 | Boomstick
hunter | survival | pve | 266921 | 2 | Born To Be Wild
hunter | survival | pve | 199483 | 1 | Camouflage
hunter | survival | pve | 1253830 | 1 | Can't Miss, Won't Miss
hunter | survival | pve | 1268871 | 1 | Combat Experience
hunter | survival | pve | 5116 | 1 | Concussive Shot
hunter | survival | pve | 1253887 | 1 | Conditioning
hunter | survival | pve | 343244 | 1 | Disruptive Rounds
hunter | survival | pve | 450373 | 1 | Don't Look Back
hunter | survival | pve | 459517 | 1 | Emergency Salve
hunter | survival | pve | 378937 | 2 | Explosives Expert
hunter | survival | pve | 1253176 | 1 | Flamebreak
hunter | survival | pve | 1256938 | 1 | Flanked
hunter | survival | pve | 1272094 | 1 | Guardian's Hide
hunter | survival | pve | 264332 | 1 | Guerrilla Tactics
hunter | survival | pve | 384799 | 1 | Hunter's Avoidance
hunter | survival | pve | 1258407 | 1 | Improved Aspect of the Cheetah
hunter | survival | pve | 1258485 | 1 | Improved Aspect of the Turtle
hunter | survival | pve | 1258486 | 2 | Improved Feign Death
hunter | survival | pve | 1268868 | 1 | Improved Snaring
hunter | survival | pve | 343247 | 1 | Improved Traps
hunter | survival | pve | 321290 | 2 | Improved Wildfire Bomb
hunter | survival | pve | 474421 | 1 | Intimidation
hunter | survival | pve | 450379 | 1 | Invigorating Pulse
hunter | survival | pve | 378004 | 2 | Keen Eyesight
hunter | survival | pve | 259489 | 1 | Kill Command
hunter | survival | pve | 378955 | 2 | Killer Companion
hunter | survival | pve | 459506 | 1 | Kindling Flare
hunter | survival | pve | 459983 | 1 | Kodo Tranquilizer
hunter | survival | pve | 1262409 | 1 | Lethal Calibration
hunter | survival | pve | 388039 | 1 | Lone Survivor
hunter | survival | pve | 1253852 | 1 | Lunar Calling
hunter | survival | pve | 1253732 | 1 | Lunar Storm
hunter | survival | pve | 378934 | 1 | Lunge
hunter | survival | pve | 34477 | 1 | Misdirection
hunter | survival | pve | 1252708 | 1 | Mongoose Fury
hunter | survival | pve | 1253945 | 1 | Mongoose Rounds
hunter | survival | pve | 1253825 | 1 | Moon's Blessing
hunter | survival | pve | 1264902 | 1 | Moonlight Chakram
hunter | survival | pve | 187707 | 1 | Muzzle
hunter | survival | pve | 270581 | 2 | Natural Mending
hunter | survival | pve | 459546 | 1 | No Hard Feelings
hunter | survival | pve | 459450 | 1 | Padded Armor
hunter | survival | pve | 378002 | 1 | Pathfinding
hunter | survival | pve | 109215 | 1 | Posthaste
hunter | survival | pve | 1267003 | 1 | Precision Strikes
hunter | survival | pve | 1272154 | 1 | Primal Surge
hunter | survival | pve | 1272136 | 1 | Quick Reload
hunter | survival | pve | 1264903 | 1 | Radiant Edge
hunter | survival | pve | 186270 | 1 | Raptor Strike
hunter | survival | pve | 1259003 | 1 | Raptor Swipe
hunter | survival | pve | 385539 | 1 | Rejuvenating Wind
hunter | survival | pve | 1253831 | 1 | Sanctified Armaments
hunter | survival | pve | 1251790 | 2 | Savagery
hunter | survival | pve | 459455 | 1 | Scout's Instincts
hunter | survival | pve | 1253599 | 1 | Sentinel
hunter | survival | pve | 459502 | 2 | Serrated Tips
hunter | survival | pve | 1252931 | 1 | Shellshock
hunter | survival | pve | 1253137 | 1 | Sic 'Em
hunter | survival | pve | 459542 | 1 | Specialized Arsenal
hunter | survival | pve | 1266069 | 1 | Stalk and Strike
hunter | survival | pve | 1253751 | 1 | Stargazer
hunter | survival | pve | 1251717 | 1 | Strike as One
hunter | survival | pve | 264735 | 1 | Survival of the Fittest
hunter | survival | pve | 378950 | 2 | Sweeping Spear
hunter | survival | pve | 1250646 | 1 | Takedown
hunter | survival | pve | 187698 | 1 | Tar Trap
hunter | survival | pve | 459460 | 1 | Tar-Coated Bindings
hunter | survival | pve | 459507 | 1 | Territorial Instincts
hunter | survival | pve | 260285 | 1 | Tip of the Spear
hunter | survival | pve | 1258402 | 2 | Touch of Grass
hunter | survival | pve | 199921 | 1 | Trailblazer
hunter | survival | pve | 19801 | 1 | Tranquilizing Shot
hunter | survival | pve | 459534 | 2 | Trigger Finger
hunter | survival | pve | 1272139 | 1 | Twin Fangs
hunter | survival | pve | 1251718 | 1 | Two Against Many
hunter | survival | pve | 459527 | 1 | Unnatural Causes
hunter | survival | pve | 1257011 | 1 | Vulnerability
hunter | survival | pve | 343242 | 1 | Wilderness Medicine
hunter | survival | pve | 259495 | 1 | Wildfire Bomb
hunter | survival | pve | 460198 | 1 | Wildfire Infusion
hunter | survival | pvp | 356719 | | Chimaeral Sting
hunter | survival | pvp | 407028 | | Sticky Tar Bomb
hunter | survival | pvp | 202746 | | Survival Tactics
hunter | survival | pvp | 212638 | | Tracker's Net

# Mage / Arcane (exported 2026-08-18)
mage | arcane | pve | 1243507 | 1 | Aegwynn's Technique
mage | arcane | pve | 1243307 | 2 | Aether Attunement
mage | arcane | pve | 342245 | 1 | Alter Time
mage | arcane | pve | 236628 | 1 | Amplification
mage | arcane | pve | 236628 | 1 | Amplification
mage | arcane | pve | 205022 | 1 | Arcane Familiar
mage | arcane | pve | 5143 | 1 | Arcane Missiles
mage | arcane | pve | 153626 | 1 | Arcane Orb
mage | arcane | pve | 384452 | 1 | Arcane Salvo
mage | arcane | pve | 1244001 | 2 | Arcane Singularity
mage | arcane | pve | 365350 | 1 | Arcane Surge
mage | arcane | pve | 383980 | 1 | Arcane Tempo
mage | arcane | pve | 383092 | 2 | Arcane Warding
mage | arcane | pve | 444968 | 1 | Archmage's Wrath
mage | arcane | pve | 231564 | 1 | Arcing Cleave
mage | arcane | pve | 1261106 | 1 | Attuned Familiar
mage | arcane | pve | 1280165 | 1 | Augury Abounds
mage | arcane | pve | 455428 | 1 | Barrier Diffusion
mage | arcane | pve | 461261 | 1 | Brainstorm
mage | arcane | pve | 1270872 | 1 | Captured Thoughts
mage | arcane | pve | 384651 | 1 | Charged Orb
mage | arcane | pve | 1244105 | 1 | Charm of Aegwynn
mage | arcane | pve | 1244107 | 1 | Charm of Medivh
mage | arcane | pve | 414379 | 1 | Concentrated Power
mage | arcane | pve | 461260 | 1 | Consortium's Bauble
mage | arcane | pve | 444483 | 1 | Controlled Instincts
mage | arcane | pve | 31661 | 1 | Dragon's Breath
mage | arcane | pve | 386828 | 1 | Energized Barriers
mage | arcane | pve | 452997 | 1 | Energized Familiar
mage | arcane | pve | 321387 | 1 | Enlightened
mage | arcane | pve | 452198 | 1 | Eureka
mage | arcane | pve | 1243557 | 1 | Expanded Mind
mage | arcane | pve | 382268 | 1 | Flow of Time
mage | arcane | pve | 461257 | 1 | Focusing Crystal
mage | arcane | pve | 444719 | 1 | Force of Will
mage | arcane | pve | 110959 | 1 | Greater Invisibility
mage | arcane | pve | 461248 | 1 | High Voltage
mage | arcane | pve | 45438 | 1 | Ice Block
mage | arcane | pve | 157997 | 1 | Ice Nova
mage | arcane | pve | 205036 | 1 | Ice Ward
mage | arcane | pve | 384060 | 1 | Illuminated Thoughts
mage | arcane | pve | 383676 | 1 | Impetus
mage | arcane | pve | 1244340 | 1 | Improved Blink
mage | arcane | pve | 321420 | 1 | Improved Clearcasting
mage | arcane | pve | 1244025 | 2 | Improved Conjuration
mage | arcane | pve | 1270865 | 1 | Improved Counterspell
mage | arcane | pve | 321745 | 1 | Improved Prismatic Barrier
mage | arcane | pve | 1270827 | 1 | Improved Spellsteal
mage | arcane | pve | 1297073 | 1 | Improved Warding
mage | arcane | pve | 382293 | 2 | Incantation of Swiftness
mage | arcane | pve | 1261080 | 1 | Infused Splinters
mage | arcane | pve | 458437 | 1 | Inspired Intellect
mage | arcane | pve | 1223798 | 1 | Intuition
mage | arcane | pve | 457521 | 1 | Mana Bomb
mage | arcane | pve | 1270845 | 1 | Mana Confluence
mage | arcane | pve | 414664 | 1 | Mass Invisibility
mage | arcane | pve | 210476 | 1 | Master of Escape
mage | arcane | pve | 342249 | 2 | Master of Time
mage | arcane | pve | 55342 | 1 | Mirror Image
mage | arcane | pve | 384858 | 1 | Orb Barrage
mage | arcane | pve | 1243435 | 1 | Orb Mastery
mage | arcane | pve | 390218 | 1 | Overflowing Energy
mage | arcane | pve | 1243542 | 1 | Overflowing Insight
mage | arcane | pve | 1244329 | 1 | Overpowered Missiles
mage | arcane | pve | 1265517 | 1 | Permafrost Bauble
mage | arcane | pve | 444784 | 1 | Phantasmal Image
mage | arcane | pve | 1261082 | 1 | Polished Focus
mage | arcane | pve | 205025 | 1 | Presence of Mind
mage | arcane | pve | 235450 | 1 | Prismatic Barrier
mage | arcane | pve | 1295923 | 1 | Prismatic Bolt
mage | arcane | pve | 384612 | 2 | Prodigious Savant
mage | arcane | pve | 382297 | 1 | Quick Witted
mage | arcane | pve | 1309497 | 1 | Refractive Images
mage | arcane | pve | 475 | 1 | Remove Curse
mage | arcane | pve | 205028 | 1 | Resonance
mage | arcane | pve | 113724 | 1 | Ring of Frost
mage | arcane | pve | 470021 | 1 | Signature Spell
mage | arcane | pve | 444752 | 1 | Slippery Slinging
mage | arcane | pve | 1244031 | 1 | Spatial Manipulation
mage | arcane | pve | 444986 | 1 | Spellfrost Teachings
mage | arcane | pve | 30449 | 1 | Spellsteal
mage | arcane | pve | 444256 | 1 | Splintering Orbs
mage | arcane | pve | 443739 | 1 | Splintering Sorcery
mage | arcane | pve | 443783 | 1 | Splinterstorm
mage | arcane | pve | 387807 | 1 | Time Manipulation
mage | arcane | pve | 1244087 | 1 | Time Walk
mage | arcane | pve | 382490 | 1 | Tome of Antonidas
mage | arcane | pve | 382493 | 1 | Tome of Rhonin
mage | arcane | pve | 321507 | 1 | Touch of the Magi
mage | arcane | pve | 382424 | 2 | Winter's Protection
mage | arcane | pvp | 235711 | | Chrono Shift
mage | arcane | pvp | 352278 | | Ice Wall
mage | arcane | pvp | 415945 | | Improved Mass Invisibility
mage | arcane | pvp | 1220739 | | Overpowered Barrier

# Mage / Fire (exported 2026-08-18)
mage | fire | pve | 342245 | 1 | Alter Time
mage | fire | pve | 383092 | 2 | Arcane Warding
mage | fire | pve | 455428 | 1 | Barrier Diffusion
mage | fire | pve | 1248016 | 1 | Blast Radius
mage | fire | pve | 416719 | 1 | Blast Zone
mage | fire | pve | 235313 | 1 | Blazing Barrier
mage | fire | pve | 461261 | 1 | Brainstorm
mage | fire | pve | 1254512 | 1 | Burn It All
mage | fire | pve | 86949 | 1 | Cauterize
mage | fire | pve | 1244105 | 1 | Charm of Aegwynn
mage | fire | pve | 1244107 | 1 | Charm of Medivh
mage | fire | pve | 1254865 | 1 | Cinderstorm
mage | fire | pve | 190319 | 1 | Combustion
mage | fire | pve | 383669 | 1 | Controlled Destruction
mage | fire | pve | 117216 | 2 | Critical Mass
mage | fire | pve | 1254857 | 1 | Deep Impact
mage | fire | pve | 31661 | 1 | Dragon's Breath
mage | fire | pve | 1248014 | 1 | Dualcasting Adept
mage | fire | pve | 1262843 | 1 | Duality
mage | fire | pve | 431067 | 1 | Elemental Affinity
mage | fire | pve | 1262845 | 1 | Elemental Conduit
mage | fire | pve | 386828 | 1 | Energized Barriers
mage | fire | pve | 383391 | 1 | Feel the Burn
mage | fire | pve | 387044 | 1 | Fervent Flickering
mage | fire | pve | 383810 | 2 | Fevered Incantation
mage | fire | pve | 383634 | 1 | Fiery Rush
mage | fire | pve | 108853 | 1 | Fire Blast
mage | fire | pve | 450831 | 2 | Fire's Ire
mage | fire | pve | 1257343 | 1 | Fired Up
mage | fire | pve | 205026 | 1 | Firestarter
mage | fire | pve | 205029 | 1 | Flame On
mage | fire | pve | 2120 | 1 | Flamestrike
mage | fire | pve | 431178 | 1 | Flash Freezeburn
mage | fire | pve | 382268 | 1 | Flow of Time
mage | fire | pve | 342344 | 1 | From the Ashes
mage | fire | pve | 431044 | 1 | Frostfire Bolt
mage | fire | pve | 431176 | 1 | Frostfire Empowerment
mage | fire | pve | 431166 | 1 | Frostfire Infusion
mage | fire | pve | 416094 | 1 | Fuel the Fire
mage | fire | pve | 110959 | 1 | Greater Invisibility
mage | fire | pve | 457735 | 1 | Heat Shimmer
mage | fire | pve | 1248002 | 1 | Heat Sink
mage | fire | pve | 45438 | 1 | Ice Block
mage | fire | pve | 157997 | 1 | Ice Nova
mage | fire | pve | 205036 | 1 | Ice Ward
mage | fire | pve | 1254756 | 1 | Ignition
mage | fire | pve | 431066 | 1 | Imbued Warding
mage | fire | pve | 321708 | 1 | Improved Blazing Barrier
mage | fire | pve | 1244340 | 1 | Improved Blink
mage | fire | pve | 1270865 | 1 | Improved Counterspell
mage | fire | pve | 1270827 | 1 | Improved Spellsteal
mage | fire | pve | 382293 | 2 | Incantation of Swiftness
mage | fire | pve | 458437 | 1 | Inspired Intellect
mage | fire | pve | 416714 | 1 | Intensifying Flame
mage | fire | pve | 431095 | 1 | Isothermic Core
mage | fire | pve | 1254194 | 1 | Kindling
mage | fire | pve | 1270845 | 1 | Mana Confluence
mage | fire | pve | 414664 | 1 | Mass Invisibility
mage | fire | pve | 342249 | 2 | Master of Time
mage | fire | pve | 153561 | 1 | Meteor
mage | fire | pve | 1262844 | 1 | Molten Chill
mage | fire | pve | 457803 | 1 | Molten Fury
